CURSO ACADEMICO;C. NIVEL;NIVEL EDUCATIVO;C. NORMA;NORMA;C.EXPEDIENTE;EXPEDIENTE;C. ESTUDIO;ESTUDIO;C. CURRICULO;CURRICULO;C. REGIMEN IMP;REGIMEN IMP;REGIMEN MATRICULACION;CURSO;C. ITINERARIO;ITINERARIO
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210702;CFGS: Coordinación de Emergencias y Protección Civil;12210702;Coordinación de Emergencias y Protección Civil;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210703;CFGS: Química y Salud Ambiental;12210703;Química y Salud Ambiental;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210703;CFGS: Química y Salud Ambiental;12210703;Química y Salud Ambiental;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210801;CFGS: Programación de la Producción en Fabricación Mecánica;12210801;Programación de la Producción en Fabricación Mecánica;G;General;LI;Libre;Pruebas Libres;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210801;CFGS: Programación de la Producción en Fabricación Mecánica;12210801;Programación de la Producción en Fabricación Mecánica;G;General;LI;Libre;Pruebas Libres;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210801;CFGS: Programación de la Producción en Fabricación Mecánica;12210801;Programación de la Producción en Fabricación Mecánica;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210801;CFGS: Programación de la Producción en Fabricación Mecánica;12210801;Programación de la Producción en Fabricación Mecánica;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210801;CFGS: Programación de la Producción en Fabricación Mecánica;12210801;Programación de la Producción en Fabricación Mecánica;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210801;CFGS: Programación de la Producción en Fabricación Mecánica;12210801;Programación de la Producción en Fabricación Mecánica;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210802;CFGS: Construcciones Metálicas;12210802;Construcciones Metálicas;G;General;LI;Libre;Pruebas Libres;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210802;CFGS: Construcciones Metálicas;12210802;Construcciones Metálicas;G;General;LI;Libre;Pruebas Libres;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210802;CFGS: Construcciones Metálicas;12210802;Construcciones Metálicas;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210802;CFGS: Construcciones Metálicas;12210802;Construcciones Metálicas;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210802;CFGS: Construcciones Metálicas;12210802;Construcciones Metálicas;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210802;CFGS: Construcciones Metálicas;12210802;Construcciones Metálicas;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210803;CFGS: Diseño en Fabricación Mecánica;12210803;Diseño en Fabricación Mecánica;G;General;LI;Libre;Pruebas Libres;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210803;CFGS: Diseño en Fabricación Mecánica;12210803;Diseño en Fabricación Mecánica;G;General;LI;Libre;Pruebas Libres;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210803;CFGS: Diseño en Fabricación Mecánica;12210803;Diseño en Fabricación Mecánica;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210803;CFGS: Diseño en Fabricación Mecánica;12210803;Diseño en Fabricación Mecánica;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210803;CFGS: Diseño en Fabricación Mecánica;12210803;Diseño en Fabricación Mecánica;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210803;CFGS: Diseño en Fabricación Mecánica;12210803;Diseño en Fabricación Mecánica;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210804;CFGS: Programación de la Producción en Moldeo de Metales y Polímer;12210804;Programación de la Producción en Moldeo de Metales y Polímer;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210804;CFGS: Programación de la Producción en Moldeo de Metales y Polímer;12210804;Programación de la Producción en Moldeo de Metales y Polímer;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210901;CFGS: Desarrollo de Proyectos de Instalaciones Térmicas y de Fluidos;12210901;Desarrollo de Proyectos de Instalaciones Térmicas y de Fluidos;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210901;CFGS: Desarrollo de Proyectos de Instalaciones Térmicas y de Fluidos;12210901;Desarrollo de Proyectos de Instalaciones Térmicas y de Fluidos;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210902;CFGS: Mantenimiento de Instalaciones Térmicas y de Fluidos;12210902;Mantenimiento de Instalaciones Térmicas y de Fluidos;G;General;LI;Libre;Pruebas Libres;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210902;CFGS: Mantenimiento de Instalaciones Térmicas y de Fluidos;12210902;Mantenimiento de Instalaciones Térmicas y de Fluidos;G;General;LI;Libre;Pruebas Libres;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210902;CFGS: Mantenimiento de Instalaciones Térmicas y de Fluidos;12210902;Mantenimiento de Instalaciones Térmicas y de Fluidos;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210902;CFGS: Mantenimiento de Instalaciones Térmicas y de Fluidos;12210902;Mantenimiento de Instalaciones Térmicas y de Fluidos;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210902;CFGS: Mantenimiento de Instalaciones Térmicas y de Fluidos;12210902;Mantenimiento de Instalaciones Térmicas y de Fluidos;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210902;CFGS: Mantenimiento de Instalaciones Térmicas y de Fluidos;12210902;Mantenimiento de Instalaciones Térmicas y de Fluidos;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210903;CFGS: Mecatrónica Industrial;12210903;Mecatrónica Industrial;G;General;LI;Libre;Pruebas Libres;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210903;CFGS: Mecatrónica Industrial;12210903;Mecatrónica Industrial;G;General;LI;Libre;Pruebas Libres;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210903;CFGS: Mecatrónica Industrial;12210903;Mecatrónica Industrial;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210903;CFGS: Mecatrónica Industrial;12210903;Mecatrónica Industrial;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210903;CFGS: Mecatrónica Industrial;12210903;Mecatrónica Industrial;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12210903;CFGS: Mecatrónica Industrial;12210903;Mecatrónica Industrial;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211001;CFGS: Sistemas Electrotécnicos y Automatizados;12211001;Sistemas Electrotécnicos y Automatizados;G;General;LI;Libre;Pruebas Libres;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211001;CFGS: Sistemas Electrotécnicos y Automatizados;12211001;Sistemas Electrotécnicos y Automatizados;G;General;LI;Libre;Pruebas Libres;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211001;CFGS: Sistemas Electrotécnicos y Automatizados;12211001;Sistemas Electrotécnicos y Automatizados;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211001;CFGS: Sistemas Electrotécnicos y Automatizados;12211001;Sistemas Electrotécnicos y Automatizados;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211001;CFGS: Sistemas Electrotécnicos y Automatizados;12211001;Sistemas Electrotécnicos y Automatizados;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211001;CFGS: Sistemas Electrotécnicos y Automatizados;12211001;Sistemas Electrotécnicos y Automatizados;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211002;CFGS: Sistemas de Telecomunicaciones e Informáticas;12211002;Sistemas de Telecomunicaciones e Informáticos;G;General;LI;Libre;Pruebas Libres;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211002;CFGS: Sistemas de Telecomunicaciones e Informáticas;12211002;Sistemas de Telecomunicaciones e Informáticos;G;General;LI;Libre;Pruebas Libres;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211002;CFGS: Sistemas de Telecomunicaciones e Informáticas;12211002;Sistemas de Telecomunicaciones e Informáticos;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211002;CFGS: Sistemas de Telecomunicaciones e Informáticas;12211002;Sistemas de Telecomunicaciones e Informáticos;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211002;CFGS: Sistemas de Telecomunicaciones e Informáticas;12211002;Sistemas de Telecomunicaciones e Informáticos;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211002;CFGS: Sistemas de Telecomunicaciones e Informáticas;12211002;Sistemas de Telecomunicaciones e Informáticos;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211003;CFGS: Mantenimiento Electrónico;12211003;Mantenimiento Electrónico;G;General;LI;Libre;Pruebas Libres;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211003;CFGS: Mantenimiento Electrónico;12211003;Mantenimiento Electrónico;G;General;LI;Libre;Pruebas Libres;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211003;CFGS: Mantenimiento Electrónico;12211003;Mantenimiento Electrónico;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211003;CFGS: Mantenimiento Electrónico;12211003;Mantenimiento Electrónico;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211003;CFGS: Mantenimiento Electrónico;12211003;Mantenimiento Electrónico;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211003;CFGS: Mantenimiento Electrónico;12211003;Mantenimiento Electrónico;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211004;CFGS: Automatización y Robótica Industrial;12211004;Automatización y Robótica Industrial;G;General;LI;Libre;Pruebas Libres;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211004;CFGS: Automatización y Robótica Industrial;12211004;Automatización y Robótica Industrial;G;General;LI;Libre;Pruebas Libres;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211004;CFGS: Automatización y Robótica Industrial;12211004;Automatización y Robótica Industrial;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211004;CFGS: Automatización y Robótica Industrial;12211004;Automatización y Robótica Industrial;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211004;CFGS: Automatización y Robótica Industrial;12211004;Automatización y Robótica Industrial;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211004;CFGS: Automatización y Robótica Industrial;12211004;Automatización y Robótica Industrial;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211005;CFGS: Electromedicina Clínica;12211005;Electromedicina Clínica;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211005;CFGS: Electromedicina Clínica;12211005;Electromedicina Clínica;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211101;CFGS: Eficiencia Energética y Energía Solar Térmica;12211101;Eficiencia Energética y Energía Solar Térmica;G;General;LI;Libre;Pruebas Libres;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211101;CFGS: Eficiencia Energética y Energía Solar Térmica;12211101;Eficiencia Energética y Energía Solar Térmica;G;General;LI;Libre;Pruebas Libres;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211101;CFGS: Eficiencia Energética y Energía Solar Térmica;12211101;Eficiencia Energética y Energía Solar Térmica;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211101;CFGS: Eficiencia Energética y Energía Solar Térmica;12211101;Eficiencia Energética y Energía Solar Térmica;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211101;CFGS: Eficiencia Energética y Energía Solar Térmica;12211101;Eficiencia Energética y Energía Solar Térmica;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211101;CFGS: Eficiencia Energética y Energía Solar Térmica;12211101;Eficiencia Energética y Energía Solar Térmica;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211102;CFGS: Energías Renovables;12211102;Energías Renovables;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211102;CFGS: Energías Renovables;12211102;Energías Renovables;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211103;CFGS: Centrales Eléctricas;12211103;Centrales Eléctricas;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211103;CFGS: Centrales Eléctricas;12211103;Centrales Eléctricas;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211201;CFGS: Automoción;12211201;Automoción;G;General;LI;Libre;Pruebas Libres;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211201;CFGS: Automoción;12211201;Automoción;G;General;LI;Libre;Pruebas Libres;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211201;CFGS: Automoción;12211201;Automoción;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211201;CFGS: Automoción;12211201;Automoción;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211201;CFGS: Automoción;12211201;Automoción;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211201;CFGS: Automoción;12211201;Automoción;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211203;CFGS: Mantenimiento Aeromecánico de Aviones con Motor de Turbina;12211203;Mantenimiento Aeromecánico de Aviones con Motor de Turbina;GM;General del MEC;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211203;CFGS: Mantenimiento Aeromecánico de Aviones con Motor de Turbina;12211203;Mantenimiento Aeromecánico de Aviones con Motor de Turbina;GM;General del MEC;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211206;CFGS: Mantenimiento de Sistemas Electrónicos y Aviónicos en Aeronaves;12211206;Mantenimiento de Sistemas Electrónicos y Aviónicos en Aerona;GM;General del MEC;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211206;CFGS: Mantenimiento de Sistemas Electrónicos y Aviónicos en Aeronaves;12211206;Mantenimiento de Sistemas Electrónicos y Aviónicos en Aerona;GM;General del MEC;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211401;CFGS: Proyectos de Edificación;12211401;Proyectos de Edificación;G;General;LI;Libre;Pruebas Libres;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211401;CFGS: Proyectos de Edificación;12211401;Proyectos de Edificación;G;General;LI;Libre;Pruebas Libres;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211401;CFGS: Proyectos de Edificación;12211401;Proyectos de Edificación;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211401;CFGS: Proyectos de Edificación;12211401;Proyectos de Edificación;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211401;CFGS: Proyectos de Edificación;12211401;Proyectos de Edificación;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211401;CFGS: Proyectos de Edificación;12211401;Proyectos de Edificación;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211402;CFGS: Proyectos de Obra Civil;12211402;Proyectos de Obra Civil;G;General;LI;Libre;Pruebas Libres;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211402;CFGS: Proyectos de Obra Civil;12211402;Proyectos de Obra Civil;G;General;LI;Libre;Pruebas Libres;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211402;CFGS: Proyectos de Obra Civil;12211402;Proyectos de Obra Civil;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211402;CFGS: Proyectos de Obra Civil;12211402;Proyectos de Obra Civil;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211402;CFGS: Proyectos de Obra Civil;12211402;Proyectos de Obra Civil;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211402;CFGS: Proyectos de Obra Civil;12211402;Proyectos de Obra Civil;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211403;CFGS:  Organización y Control de Obras de Construcción;12211403; Organización y Control de Obras de Construcción;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211403;CFGS:  Organización y Control de Obras de Construcción;12211403; Organización y Control de Obras de Construcción;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211601;CFGS: Diseño y Amueblamiento;12211601;Diseño y Amueblamiento;G;General;LI;Libre;Pruebas Libres;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211601;CFGS: Diseño y Amueblamiento;12211601;Diseño y Amueblamiento;G;General;LI;Libre;Pruebas Libres;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211601;CFGS: Diseño y Amueblamiento;12211601;Diseño y Amueblamiento;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211601;CFGS: Diseño y Amueblamiento;12211601;Diseño y Amueblamiento;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211601;CFGS: Diseño y Amueblamiento;12211601;Diseño y Amueblamiento;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211601;CFGS: Diseño y Amueblamiento;12211601;Diseño y Amueblamiento;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211701;CFGS: Patronaje y Moda;12211701;Patronaje y Moda;G;General;LI;Libre;Pruebas Libres;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211701;CFGS: Patronaje y Moda;12211701;Patronaje y Moda;G;General;LI;Libre;Pruebas Libres;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211701;CFGS: Patronaje y Moda;12211701;Patronaje y Moda;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211701;CFGS: Patronaje y Moda;12211701;Patronaje y Moda;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211701;CFGS: Patronaje y Moda;12211701;Patronaje y Moda;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211701;CFGS: Patronaje y Moda;12211701;Patronaje y Moda;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211801;CFGS: Diseño y gestión de la producción gráfica;12211801;Diseño y gestión de la producción gráfica;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211801;CFGS: Diseño y gestión de la producción gráfica;12211801;Diseño y gestión de la producción gráfica;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211802;CFGS: Diseño y Edición de Publicaciones Impresas y Multimedia ;12211802;Diseño y Edición de Publicaciones Impresas y Multimedia;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211802;CFGS: Diseño y Edición de Publicaciones Impresas y Multimedia ;12211802;Diseño y Edición de Publicaciones Impresas y Multimedia;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211901;CFGS: Sonido para Audiovisuales y Espectáculos;12211901;Sonido para Audiovisuales y Espectáculos;G;General;LI;Libre;Pruebas Libres;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211901;CFGS: Sonido para Audiovisuales y Espectáculos;12211901;Sonido para Audiovisuales y Espectáculos;G;General;LI;Libre;Pruebas Libres;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211901;CFGS: Sonido para Audiovisuales y Espectáculos;12211901;Sonido para Audiovisuales y Espectáculos;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211901;CFGS: Sonido para Audiovisuales y Espectáculos;12211901;Sonido para Audiovisuales y Espectáculos;G;General;MO;Modular o Parcial;Oferta Parcial - Modular Específica;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211901;CFGS: Sonido para Audiovisuales y Espectáculos;12211901;Sonido para Audiovisuales y Espectáculos;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211901;CFGS: Sonido para Audiovisuales y Espectáculos;12211901;Sonido para Audiovisuales y Espectáculos;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211902;CFGS: Producción de Audiovisuales y Espectáculos;12211902;Producción de Audiovisuales y Espectáculos;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211902;CFGS: Producción de Audiovisuales y Espectáculos;12211902;Producción de Audiovisuales y Espectáculos;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211903;CFGS: Realización de Proyectos de Audiovisuales y Espectáculos;12211903;Realización de Proyectos de Audiovisuales y Espectáculos;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211903;CFGS: Realización de Proyectos de Audiovisuales y Espectáculos;12211903;Realización de Proyectos de Audiovisuales y Espectáculos;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211904;CFGS: Animaciones 3D, Juegos y Entornos Interactivos;12211904;Animaciones 3D, Juegos y Entornos Interactivos;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211904;CFGS: Animaciones 3D, Juegos y Entornos Interactivos;12211904;Animaciones 3D, Juegos y Entornos Interactivos;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211905;CFGS: Iluminación, Captación y Tratamiento de Imagen;12211905;Iluminación, Captación y Tratamiento de Imagen;G;General;PR;Presencial;Presencial;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12211905;CFGS: Iluminación, Captación y Tratamiento de Imagen;12211905;Iluminación, Captación y Tratamiento de Imagen;G;General;PR;Presencial;Presencial;2;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12212001;CFGS: Administración de Sistemas Informáticos en Red;12212001;Administración de Sistemas Informáticos en Red;G;General;EL;E-learning;On-line;1;;
2.021;1220;Ciclos Formativos de F.P. de Grado Superior;4;LOE;12212001;CFGS: Administración de Sistemas Informáticos en Red;12212001;Administración de Sistemas Informáticos en Red;G;General;EL;E-learning;On-line;2;;
