,Municipios,Total,CP,Provincia,new_col
172,Urones de Castroponce,1080,47177,Valladolid,PP
173,Urueña,1910,47178,Valladolid,PP
174,Valbuena de Duero,4360,47179,Valladolid,Cs
175,Valdearcos de la Vega,520,47180,Valladolid,CI-CCD
176,Valdenebro de los Valles,1930,47181,Valladolid,PSOE
177,Valdestillas,1607,47182,Valladolid,No Adscrito
178,Valdunquillo,1380,47183,Valladolid,Toma la Palabra
179,Valladolid,297775,47186,Valladolid,PSOE
180,Valoria la Buena,6780,47184,Valladolid,PP
181,Valverde de Campos,880,47185,Valladolid,Cs
182,Vega de Ruiponce,850,47187,Valladolid,PP
183,Vega de Valdetronco,960,47188,Valladolid,PP
184,Velascálvaro,1680,47189,Valladolid,PP
185,Velilla,1150,47190,Valladolid,PP
186,Velliza,1180,47191,Valladolid,PSOE
187,Ventosa de la Cuesta,980,47192,Valladolid,PP
188,Viana de Cega,216,47193,Valladolid,PP
189,Villabáñez,4920,47195,Valladolid,PSOE
190,Villabaruz de Campos,260,47196,Valladolid,PP
191,Villabrágima,1044,47197,Valladolid,PP
192,Villacarralón,720,47198,Valladolid,PP
193,Villacid de Campos,810,47199,Valladolid,PP
194,Villaco,750,47200,Valladolid,PP
195,Villafrades de Campos,610,47203,Valladolid,PP
196,Villafranca de Duero,2680,47204,Valladolid,PP
197,Villafrechós,4620,47205,Valladolid,PP
198,Villafuerte,860,47206,Valladolid,PP
199,Villagarcía de Campos,2820,47207,Valladolid,PP
200,Villagómez la Nueva,630,47208,Valladolid,PP
201,Villalán de Campos,350,47209,Valladolid,PP
202,Villalar de los Comuneros,4730,47210,Valladolid,IPV
203,Villalba de la Loma,460,47211,Valladolid,PP
204,Villalba de los Alcores,3700,47212,Valladolid,PP
205,Villalbarba,1090,47213,Valladolid,PP
206,Villalón de Campos,1526,47214,Valladolid,PP
207,Villamuriel de Campos,490,47215,Valladolid,PP
208,Villán de Tordesillas,1230,47216,Valladolid,PP
209,Villanubla,2828,47217,Valladolid,PSOE
210,Villanueva de Duero,1227,47218,Valladolid,IU-Toma La Palabra
211,Villanueva de la Condesa,580,47219,Valladolid,PSOE
212,Villanueva de los Caballeros,1780,47220,Valladolid,PP
213,Villanueva de los Infantes,1050,47221,Valladolid,PSOE
214,Villanueva de San Mancio,890,47222,Valladolid,PP
215,Villardefrades,1530,47223,Valladolid,PSOE
216,Villarmentero de Esgueva,1020,47224,Valladolid,PP
217,Villasexmir,730,47225,Valladolid,PP
218,Villavaquerín,1620,47226,Valladolid,PSOE
219,Villavellid,510,47227,Valladolid,PP
220,Villaverde de Medina,5180,47228,Valladolid,PSOE
221,Villavicencio de los Caballeros,2330,47229,Valladolid,PSOE
222,Viloria,3480,47194,Valladolid,PP
223,Wamba,3070,47230,Valladolid,PP
224,Zaratán,6249,47231,Valladolid,PP
225,La Zarza,1180,47232,Valladolid,PP
1,Abezames,580,49002,Zamora,PSOE
2,Alcañices,1042,49003,Zamora,PP
3,Alcubilla de Nogales,1170,49004,Zamora,PSOE
4,Alfaraz de Sayago,1370,49005,Zamora,Ahora Decide
5,Algodre,1350,49006,Zamora,PP
6,Almaraz de Duero,4070,49007,Zamora,Ahora Decide
7,Almeida de Sayago,4230,49008,Zamora,PSOE
8,Andavías,4490,49009,Zamora,PP
9,Arcenillas,4290,49010,Zamora,ADEIZA
10,Arcos de la Polvorosa,2180,49011,Zamora,PP
11,Argañín,720,49012,Zamora,PP
12,Argujillo,2240,49013,Zamora,PSOE
13,Arquillinos,1200,49014,Zamora,PSOE
14,Arrabalde,2180,49015,Zamora,PP
15,Aspariegos,2340,49016,Zamora,PP
16,Asturianos,2600,49017,Zamora,PP
17,Ayoó de Vidriales,2870,49018,Zamora,PSOE
18,Barcial del Barco,2410,49019,Zamora,PP
19,Belver de los Montes,2630,49020,Zamora,PSOE
20,Benavente,17523,49021,Zamora,PSOE
21,Benegiles,3020,49022,Zamora,PP
22,Bermillo de Sayago,1008,49023,Zamora,PP
23,La Bóveda de Toro,6920,49024,Zamora,PP
24,Bretó,1600,49025,Zamora,PSOE
25,Bretocino,2070,49026,Zamora,PP
26,Brime de Sog,1280,49027,Zamora,Ahora Decide
27,Brime de Urz,980,49028,Zamora,PP
28,Burganes de Valverde,6390,49029,Zamora,PP
29,Bustillo del Oro,810,49030,Zamora,PP
30,Cabañas de Sayago,1520,49031,Zamora,PP
31,Calzadilla de Tera,2890,49032,Zamora,
32,Camarzana de Tera,7670,49033,Zamora,PP
33,Cañizal,4280,49034,Zamora,PP
34,Cañizo,2200,49035,Zamora,ADEIZA
35,Carbajales de Alba,4910,49036,Zamora,PP
36,Carbellino,1750,49037,Zamora,PP
37,Casaseca de Campeán,1030,49038,Zamora,Ahora Decide
38,Casaseca de las Chanas,3730,49039,Zamora,PP
39,Castrillo de la Guareña,1160,49040,Zamora,Ahora Decide
40,Castrogonzalo,4560,49041,Zamora,PSOE
41,Castronuevo,2200,49042,Zamora,PP
42,Castroverde de Campos,2700,49043,Zamora,PSOE
43,Cazurra,730,49044,Zamora,PP
44,Cerecinos de Campos,2470,49046,Zamora,Ahora Decide
45,Cerecinos del Carrizal,1120,49047,Zamora,PP
46,Cernadilla,1130,49048,Zamora,PP
47,Cobreros,5520,49050,Zamora,Sanabria Verde
48,Coomonte,1980,49052,Zamora,PP
49,Coreses,1059,49053,Zamora,PSOE
50,Corrales del Vino,9340,49054,Zamora,ADEIZA
51,Cotanes del Monte,960,49055,Zamora,PSOE
52,Cubillos,3040,49056,Zamora,Candidatura Independiente por Cubillos 
53,Cubo de Benavente,1200,49057,Zamora,PP
54,El Cubo de Tierra del Vino,3140,49058,Zamora,PP
55,Cuelgamures,830,49059,Zamora,PP
56,Entrala,1470,49061,Zamora,Ahora Decide
57,Espadañedo,1090,49062,Zamora,PP
58,Faramontanos de Tábara,3320,49063,Zamora,PP
59,Fariza,4890,49064,Zamora,PSOE
60,Fermoselle,1136,49065,Zamora,AIFA
61,Ferreras de Abajo,4940,49066,Zamora,PP
62,Ferreras de Arriba,3500,49067,Zamora,PP
63,Ferreruela,4410,49068,Zamora,PSOE
64,Figueruela de Arriba,3170,49069,Zamora,PP
65,Fonfría,7440,49071,Zamora,PP
66,Fresno de la Polvorosa,1240,49075,Zamora,PP
67,Fresno de la Ribera,3620,49076,Zamora,
68,Fresno de Sayago,1590,49077,Zamora,PP
69,Friera de Valverde,1420,49078,Zamora,PP
70,Fuente Encalada,1030,49079,Zamora,PP
71,Fuentelapeña,6670,49080,Zamora,PP
72,Fuentes de Ropel,3720,49082,Zamora,PP
73,Fuentesaúco,1608,49081,Zamora,PSOE
74,Fuentesecas,440,49083,Zamora,
75,Fuentespreadas,2780,49084,Zamora,PP
76,Galende,9600,49085,Zamora,IPG Independientes por Galende
77,Gallegos del Pan,1090,49086,Zamora,
78,Gallegos del Río,4640,49087,Zamora,PP
79,Gamones,930,49088,Zamora,PP
80,Gema,2040,49090,Zamora,ADEIZA-UPZ
81,Granja de Moreruela,2650,49091,Zamora,PP
82,Granucillo,1170,49092,Zamora,PP
83,Guarrate,3210,49093,Zamora,Union Por Guarrate
84,Hermisende,2140,49094,Zamora,AEH
85,La Hiniesta,3040,49095,Zamora,Ahora Decide
86,Jambrina,1490,49096,Zamora,PP
87,Justel,700,49097,Zamora,Ciudadanos
88,Losacino,2080,49098,Zamora,PP
89,Losacio,900,49099,Zamora,PSOE
90,Lubián,3060,49100,Zamora,PSOE
91,Luelmo,1450,49101,Zamora,PP
92,El Maderal,1770,49102,Zamora,PP
93,Madridanos,4550,49103,Zamora,PP
94,Mahide,2980,49104,Zamora,PP
95,Maire de Castroponce,1400,49105,Zamora,Conchita
96,Malva,1170,49107,Zamora,
97,Manganeses de la Lampreana,4480,49108,Zamora,PP
98,Manganeses de la Polvorosa,6270,49109,Zamora,PSOE
99,Manzanal de Arriba,3460,49110,Zamora,PP
100,Manzanal de los Infantes,1250,49112,Zamora,PP
101,Manzanal del Barco,1300,49111,Zamora,PP
102,Matilla de Arzón,1640,49113,Zamora,PP
103,Matilla la Seca,390,49114,Zamora,
104,Mayalde,1760,49115,Zamora,PP
105,Melgar de Tera,3600,49116,Zamora,PP
106,Micereces de Tera,4430,49117,Zamora,Ahora Decide
107,Milles de la Polvorosa,2080,49118,Zamora,PP
108,Molacillos,2390,49119,Zamora,Agrupación de Electores
109,Molezuelas de la Carballeda,460,49120,Zamora,PP
110,Mombuey,4070,49121,Zamora,PP
111,Monfarracinos,9710,49122,Zamora,PP
112,Montamarta,5590,49123,Zamora,PP
113,Moral de Sayago,2590,49124,Zamora,PSOE
114,Moraleja de Sayago,2830,49126,Zamora,Ahora Decide
115,Moraleja del Vino,174,49125,Zamora,ADEIZA
116,Morales de Rey,5700,49128,Zamora,Ahora Decide
117,Morales de Toro,9400,49129,Zamora,
118,Morales de Valverde,1550,49130,Zamora,PP
119,Morales del Vino,303,49127,Zamora,España
120,Moralina,2320,49131,Zamora,PP
121,Moreruela de los Infanzones,3340,49132,Zamora,PSOE
122,Moreruela de Tábara,3100,49133,Zamora,PP
123,Muelas de los Caballeros,1710,49134,Zamora,
124,Muelas del Pan,6070,49135,Zamora,PP
125,Muga de Sayago,3500,49136,Zamora,PP
126,Navianos de Valverde,1760,49137,Zamora,PP
127,Olmillos de Castro,2080,49138,Zamora,PP
128,Otero de Bodas,1510,49139,Zamora,
129,Pajares de la Lampreana,2980,49141,Zamora,PSOE
130,Palacios de Sanabria,2250,49143,Zamora,
131,Palacios del Pan,2460,49142,Zamora,JUPAL
132,Pedralba de la Pradería,1990,49145,Zamora,AHORA DECIDE
133,El Pego,2720,49146,Zamora,PP
134,Peleagonzalo,2740,49147,Zamora,
135,Peleas de Abajo,2730,49148,Zamora,"El Pueblo para el Pueblo, Agrupación Independiente de Electores"
136,Peñausende,3810,49149,Zamora,PP
137,Peque,1260,49150,Zamora,PP
138,El Perdigón,6470,49151,Zamora,PSOE
139,Pereruela,5140,49152,Zamora,PSOE
140,Perilla de Castro,1630,49153,Zamora,PP
141,Pías,1080,49154,Zamora,PSOE
142,Piedrahita de Castro,970,49155,Zamora,Cs
143,Pinilla de Toro,2050,49156,Zamora,
144,Pino del Oro,1830,49157,Zamora,PSOE
145,El Piñero,2220,49158,Zamora,PP
146,Pobladura de Valderaduey,390,49160,Zamora,PSOE
147,Pobladura del Valle,2950,49159,Zamora,PP
148,Porto,1560,49162,Zamora,PSOE
149,Pozoantiguo,1800,49163,Zamora,
150,Pozuelo de Tábara,1550,49164,Zamora,PSOE
151,Prado,480,49165,Zamora,PP
152,Puebla de Sanabria,1366,49166,Zamora,PSOE
153,Pueblica de Valverde,1860,49167,Zamora,PSOE
154,Quintanilla de Urz,980,49170,Zamora,PSOE
155,Quintanilla del Monte,1040,49168,Zamora,PP
156,Quintanilla del Olmo,420,49169,Zamora,PP
157,Quiruelas de Vidriales,6400,49171,Zamora,
158,Rabanales,4990,49172,Zamora,PP
159,Rábano de Aliste,3430,49173,Zamora,PP
160,Requejo,1410,49174,Zamora,PP
161,Revellinos,2570,49175,Zamora,PP
162,Riofrío de Aliste,6290,49176,Zamora,PP
163,Rionegro del Puente,2500,49177,Zamora,PSOE
164,Roales,9870,49178,Zamora,Vox
165,Robleda-Cervantes,3920,49179,Zamora,PP
166,Roelos de Sayago,1430,49180,Zamora,Ahora Decide
167,Rosinos de la Requejada,3420,49181,Zamora,PP
168,Salce,890,49183,Zamora,
169,Samir de los Caños,1690,49184,Zamora,PP
170,San Agustín del Pozo,1830,49185,Zamora,PP
171,San Cebrián de Castro,2380,49186,Zamora,PP
172,San Cristóbal de Entreviñas,1362,49187,Zamora,PSOE
173,San Esteban del Molar,1130,49188,Zamora,PP
174,San Justo,1970,49189,Zamora,PP
175,San Martín de Valderaduey,500,49190,Zamora,PP
176,San Miguel de la Ribera,2850,49191,Zamora,PSOE
177,San Miguel del Valle,1280,49192,Zamora,AEGI
178,San Pedro de Ceque,4370,49193,Zamora,PP
179,San Pedro de la Nave-Almendra,3420,49194,Zamora,PSOE
180,San Vicente de la Cabeza,3500,49208,Zamora,PP
181,San Vitero,4730,49209,Zamora,PSOE
182,Santa Clara de Avedillo,1570,49197,Zamora,Ahora Decide
183,Santa Colomba de las Monjas,2460,49199,Zamora,PP
184,Santa Cristina de la Polvorosa,107,49200,Zamora,PSOE
185,Santa Croya de Tera,2900,49201,Zamora,PSOE
186,Santa Eufemia del Barco,1770,49202,Zamora,ADEIZA-UPZ
187,Santa María de la Vega,2890,49203,Zamora,PP
188,Santa María de Valverde,540,49204,Zamora,PP
189,Santibáñez de Tera,3690,49205,Zamora,PP
190,Santibáñez de Vidriales,9180,49206,Zamora,PP
191,Santovenia,2350,49207,Zamora,PP
192,Sanzoles,4710,49210,Zamora,PP
193,Tábara,7510,49214,Zamora,PSOE
194,Tapioles,1390,49216,Zamora,PSOE
195,Toro,8532,49219,Zamora,
196,La Torre del Valle,1380,49220,Zamora,PSOE
197,Torregamones,2370,49221,Zamora,PSOE
198,Torres del Carrizal,4140,49222,Zamora,PSOE
199,Trabazos,8350,49223,Zamora,PP
200,Trefacio,1860,49224,Zamora,PP
201,Uña de Quintana,1350,49225,Zamora,PP
202,Vadillo de la Guareña,2480,49226,Zamora,PP
203,Valcabado,3970,49227,Zamora,PP
204,Valdefinjas,570,49228,Zamora,
205,Valdescorriel,1260,49229,Zamora,PP
206,Vallesa de la Guareña,780,49230,Zamora,PSOE
207,Vega de Tera,3090,49231,Zamora,PP
208,Vega de Villalobos,920,49232,Zamora,PP
209,Vegalatrave,810,49233,Zamora,PSOE
210,Venialbo,4160,49234,Zamora,
211,Vezdemarbán,4480,49235,Zamora,
212,Vidayanes,830,49236,Zamora,PP
213,Videmala,1410,49237,Zamora,PSOE
214,Villabrázaro,2280,49238,Zamora,PP
215,Villabuena del Puente,6230,49239,Zamora,PSOE
216,Villadepera,1890,49240,Zamora,PP
217,Villaescusa,2440,49241,Zamora,Agrupación de Electores
218,Villafáfila,4750,49242,Zamora,PP
219,Villaferrueña,1070,49243,Zamora,PP
220,Villageriz,480,49244,Zamora,PSOE
221,Villalazán,2510,49245,Zamora,PP
222,Villalba de la Lampreana,2230,49246,Zamora,PP
223,Villalcampo,4050,49247,Zamora,PP
224,Villalobos,2270,49248,Zamora,PP
225,Villalonso,680,49249,Zamora,ADEIZA
226,Villalpando,1451,49250,Zamora,PP
227,Villalube,1610,49251,Zamora,PSOE
228,Villamayor de Campos,3280,49252,Zamora,PSOE
229,Villamor de los Escuderos,3840,49255,Zamora,PP
230,Villanázar,2730,49256,Zamora,PP
231,Villanueva de Azoague,3600,49257,Zamora,PP
232,Villanueva de Campeán,1160,49258,Zamora,PP
233,Villanueva de las Peras,780,49259,Zamora,PP
234,Villanueva del Campo,8100,49260,Zamora,PP
235,Villar de Fallaves,440,49263,Zamora,PP
236,Villar del Buey,5350,49264,Zamora,PP
237,Villaralbo,1804,49261,Zamora,PP
238,Villardeciervos,4030,49262,Zamora,PP
239,Villardiegua de la Ribera,1130,49265,Zamora,PP
240,Villárdiga,770,49266,Zamora,PP
241,Villardondiego,1010,49267,Zamora,PP
242,Villarrín de Campos,3870,49268,Zamora,PP
243,Villaseco del Pan,2220,49269,Zamora,PP
244,Villavendimio,1600,49270,Zamora,PSOE
245,Villaveza de Valverde,700,49272,Zamora,PP
246,Villaveza del Agua,1790,49271,Zamora,ADEIZA-UPZ
247,Viñas,1590,49273,Zamora,PP
248,Zamora,60297,49275,Zamora,IU
