,Comunidad Autónoma,Provincia,Municipio,Código ESP,Entidad Singular de Población,Cobertura ≥ 30Mbps,Cobertura redes fijas ≥ 100Mbps,Cobertura 3G HSPA,Cobertura 4G LTE,coord,Weather_info,CP,pob_tot_muni,partido_gov_x,pob_tot_muni,partido_gov_y
556,Castilla y León,Burgos,Bascuñana,9046000100,BASCUÑANA,0.5,0.0,1.0,1.0,"(42.425277777778, 3.0819444444444)","En Bascuñana de San Pedro, los veranos son cortos, calurosos y mayormente despejados; los inviernos son largos, muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 29 °C y rara vez baja a menos de -6 °C o sube a más de 33 °C.",9046,210,PP,210,PP
557,Castilla y León,Burgos,Bascuñana,9046000200,SAN PEDRO DEL MONTE,1.0,0.0,1.0,1.0,"(42.415663888889, 3.1101388888889)",Not found,9046,210,PP,210,PP
558,Castilla y León,Burgos,Belbimbre,9047000100,BELBIMBRE,0.32,0.0,0.99,1.0,"(42.168611111111, 4.0122222222222)","En Bembibre, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 2 °C a 28 °C y rara vez baja a menos de -2 °C o sube a más de 33 °C.",9047,570,PP,570,PP
559,Castilla y León,Burgos,Belorado,9048000100,AVELLANOSA DE RIOJA,0.0,0.0,0.71,0.43,"(42.362359166667, 3.0938916666667)",Not found,9048,1754,VECINOS,1754,VECINOS
560,Castilla y León,Burgos,Belorado,9048000200,BELORADO,1.0,1.0,1.0,1.0,"(42.4205133, 3.1902362)","En Belgrado, los veranos son calurosos y mayormente despejados y los inviernos son muy frío, nevados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 29 °C y rara vez baja a menos de -9 °C o sube a más de 34 °C.",9048,1754,VECINOS,1754,VECINOS
561,Castilla y León,Burgos,Belorado,9048000300,ETERNA,0.0,0.0,1.0,0.0,"(42.351, 3.1232777777778)","En Eten, los veranos son cortos, calurosos, opresivos y nublados; los inviernos son largos, cómodos, ventosos y mayormente despejados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 16 °C a 29 °C y rara vez baja a menos de 14 °C o sube a más de 31 °C.",9048,1754,VECINOS,1754,VECINOS
562,Castilla y León,Burgos,Belorado,9048000400,LORANQUILLO,0.0,0.0,0.53,0.56,"(42.481042777778, 3.2000794444444)",Not found,9048,1754,VECINOS,1754,VECINOS
563,Castilla y León,Burgos,Belorado,9048000500,PURAS DE VILLAFRANCA,0.0,0.0,0.99,0.99,"(42.38333333, 3.23333333)",Not found,9048,1754,VECINOS,1754,VECINOS
564,Castilla y León,Burgos,Belorado,9048000600,QUINTANALORANCO,0.0,0.0,0.99,0.99,"(42.496666666667, 3.22)",Not found,9048,1754,VECINOS,1754,VECINOS
565,Castilla y León,Burgos,Belorado,9048000700,SAN MIGUEL DE PEDROSO,0.89,0.0,1.0,1.0,"(42.395277777778, 3.2144444444444)",Not found,9048,1754,VECINOS,1754,VECINOS
566,Castilla y León,Burgos,Belorado,9048000800,CASTIL DE CARRIAS,0.0,0.0,0.28,0.09,"(42.468055555556, 3.2702777777778)","En Carrión de los Condes, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 32 °C.",9048,1754,VECINOS,1754,VECINOS
567,Castilla y León,Burgos,Berberana,9050000100,BERBERANA,1.0,0.0,1.0,1.0,"(42.919722222222, 3.06)","En Berbera, los veranos son largos, tórridos, opresivos y áridos; los inviernos son calurosos, bochornosos y secos y está ventoso y parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 23 °C a 38 °C y rara vez baja a menos de 21 °C o sube a más de 39 °C.",9050,540,PCAS,540,PCAS
568,Castilla y León,Burgos,Berberana,9050000200,VALPUESTA,0.22,0.0,0.99,0.99,"(42.865833333333, 3.1236111111111)",Not found,9050,540,PCAS,540,PCAS
569,Castilla y León,Burgos,Berlangas de Roa,9051000100,BERLANGAS DE ROA,0.98,0.0,1.0,1.0,"(41.689166666667, 3.8741666666667)","En Berlangas de Roa, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",9051,1800,PP,1800,PP
570,Castilla y León,Burgos,Berzosa de Bureba,9052000100,BERZOSA DE BUREBA,0.4,0.0,1.0,1.0,"(42.626666666667, 3.2661111111111)","En Berzosa de Bureba, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 27 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",9052,270,PP,270,PP
571,Castilla y León,Burgos,Bozoó,9054000100,BOZOÓ,0.91,0.0,1.0,0.97,"(42.726388888889, 3.0852777777778)","En Bogor, los veranos son cortos y cálidos; los inviernos son cortos y calurosos y está opresivo, mojado y nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 21 °C a 32 °C y rara vez baja a menos de 19 °C o sube a más de 34 °C.",9054,1000,PP,1000,PP
572,Castilla y León,Burgos,Bozoó,9054000200,PORTILLA,1.0,0.0,1.0,1.0,"(42.740772222222, 3.0808722222222)","En Portillo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",9054,1000,PP,1000,PP
573,Castilla y León,Burgos,Bozoó,9054000300,VILLANUEVA-SOPORTILLA,0.92,0.0,1.0,1.0,"(42.745877777778, 3.0743472222222)",Not found,9054,1000,PP,1000,PP
574,Castilla y León,Burgos,Brazacorta,9055000100,BRAZACORTA,0.0,0.0,1.0,0.99,"(41.716944444444, 3.3669444444444)","En Brazatortas, los veranos son cortos, cálidos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 33 °C y rara vez baja a menos de -4 °C o sube a más de 37 °C.",9055,510,PSOE,510,PSOE
575,Castilla y León,Burgos,Briviesca,9056000100,BRIVIESCA,1.0,1.0,1.0,1.0,"(42.549057, 3.323901)","En Briviesca, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 27 °C y rara vez baja a menos de -5 °C o sube a más de 32 °C.",9056,6465,PSOE,6465,PSOE
576,Castilla y León,Burgos,Briviesca,9056000200,CAMENO,0.0,0.0,1.0,1.0,"(42.569516666667, 3.2979166666667)","En Valverde del Camino, los veranos son cortos, cálidos, áridos y mayormente despejados y los inviernos son fríos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 4 °C a 34 °C y rara vez baja a menos de -0 °C o sube a más de 39 °C.",9056,6465,PSOE,6465,PSOE
577,Castilla y León,Burgos,Briviesca,9056000300,QUINTANILLABÓN,0.0,0.0,1.0,1.0,"(42.592141666667, 3.3064555555556)",Not found,9056,6465,PSOE,6465,PSOE
578,Castilla y León,Burgos,Briviesca,9056000400,REVILLAGODOS,1.0,0.0,1.0,1.0,"(42.487288888889, 3.4011277777778)",Not found,9056,6465,PSOE,6465,PSOE
579,Castilla y León,Burgos,Briviesca,9056000500,VALDAZO,0.0,0.0,1.0,0.46,"(42.524444444444, 3.3625)","En San Giovanni Valdarno, los veranos son cortos, cálidos y mayormente despejados y los inviernos son largos, muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 31 °C y rara vez baja a menos de -5 °C o sube a más de 36 °C.",9056,6465,PSOE,6465,PSOE
580,Castilla y León,Burgos,Bugedo,9057000100,BUGEDO,0.89,0.0,1.0,1.0,"(42.649166666667, 3.0177777777778)","En Bugedo, los veranos son calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 27 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",9057,1960,PP,1960,PP
581,Castilla y León,Burgos,Buniel,9058000100,BUNIEL,0.99,0.0,1.0,1.0,"(42.309444444444, 3.8236111111111)","En Buñuel, los veranos son cálidos y mayormente despejados; los inviernos son fríos, ventosos y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 3 °C a 32 °C y rara vez baja a menos de -2 °C o sube a más de 37 °C.",9058,6050,C's,6050,C's
582,Castilla y León,Burgos,Burgos,9059000100,BURGOS,0.97,0.97,1.0,1.0,"(42.340833333333, 3.6997222222222)","En Burgos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 27 °C y rara vez baja a menos de -6 °C o sube a más de 33 °C.",9059,174051,PSOE,174051,PSOE
583,Castilla y León,Burgos,Burgos,9059000200,CASTAÑARES,0.92,0.86,1.0,1.0,"(42.343130555556, 3.6265611111111)","En Castañares de Rioja, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 29 °C y rara vez baja a menos de -3 °C o sube a más de 35 °C.",9059,174051,PSOE,174051,PSOE
584,Castilla y León,Burgos,Burgos,9059000300,CORTES,0.89,0.57,1.0,1.0,"(42.31666667, 3.65)","En Puerto Cortés, los veranos son largos, cálidos y nublados; los inviernos son cortos, calurosos y mayormente despejados y está opresivo y mojado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 21 °C a 31 °C y rara vez baja a menos de 19 °C o sube a más de 33 °C.",9059,174051,PSOE,174051,PSOE
585,Castilla y León,Burgos,Burgos,9059000400,CÓTAR,0.0,0.0,1.0,1.0,"(42.387222222222, 3.6044444444444)","En Cózar, los veranos son cortos, cálidos, secos y mayormente despejados y los inviernos son largos, muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 33 °C y rara vez baja a menos de -5 °C o sube a más de 37 °C.",9059,174051,PSOE,174051,PSOE
586,Castilla y León,Burgos,Burgos,9059000500,VILLAFRÍA,1.0,1.0,1.0,1.0,"(42.365422222222, 3.6166888888889)","En Villamaría, los veranos son cortos y cómodos, los inviernos son cortos y frescos y está mojado y nublado todo el año. Durante el transcurso del año, la temperatura generalmente varía de 13 °C a 22 °C y rara vez baja a menos de 12 °C o sube a más de 25 °C.",9059,174051,PSOE,174051,PSOE
587,Castilla y León,Burgos,Burgos,9059000600,VILLAGONZALO-ARENAS,1.0,1.0,1.0,1.0,"(42.375994166667, 3.7367413888889)",Not found,9059,174051,PSOE,174051,PSOE
588,Castilla y León,Burgos,Burgos,9059000700,VILLALONQUÉJAR,1.0,1.0,1.0,1.0,"(42.360833333333, 3.7727777777778)",Not found,9059,174051,PSOE,174051,PSOE
589,Castilla y León,Burgos,Burgos,9059000800,VILLATORO,0.97,0.97,1.0,1.0,,"En Villatora, los veranos son calurosos y húmedos, los inviernos son muy frío y está parcialmente nublado todo el año. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 31 °C y rara vez baja a menos de -5 °C o sube a más de 35 °C.",9059,174051,PSOE,174051,PSOE
590,Castilla y León,Burgos,Burgos,9059000900,VILLAYUDA O LA VENTILLA,0.92,0.92,1.0,1.0,,Not found,9059,174051,PSOE,174051,PSOE
591,Castilla y León,Burgos,Burgos,9059001000,VILLÍMAR,0.97,0.38,1.0,1.0,"(42.36825, 3.654)","En Villamar, la temporada de lluvia es nublada, la temporada seca es parcialmente nublada y es caliente durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 7 °C a 32 °C y rara vez baja a menos de 3 °C o sube a más de 35 °C.",9059,174051,PSOE,174051,PSOE
592,Castilla y León,Burgos,Busto de Bureba,9060000100,BUSTO DE BUREBA,0.08,0.0,1.0,1.0,"(42.659166666667, 3.2644444444444)","En Busto de Bureba, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 26 °C y rara vez baja a menos de -4 °C o sube a más de 32 °C.",9060,1380,PP,1380,PP
593,Castilla y León,Burgos,Cabañes de Esgueva,9061000100,CABAÑES DE ESGUEVA,0.54,0.0,1.0,1.0,"(41.831111111111, 3.7852777777778)","En Cabañes de Esgueva, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",9061,1660,PP,1660,PP
594,Castilla y León,Burgos,Cabezón de la Sierra,9062000100,CABEZÓN DE LA SIERRA,0.0,0.0,1.0,0.99,"(41.934444444444, 3.2419444444444)","En Cabezón de la Sierra, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 32 °C.",9062,400,PSOE,400,PSOE
595,Castilla y León,Burgos,Cavia,9063000100,CAVIA,0.86,0.0,1.0,1.0,"(42.283611111111, 3.845)","En Calviá, los veranos son cortos, calurosos, bochornosos, secos y mayormente despejados y los inviernos son largos, fríos, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 4 °C a 30 °C y rara vez baja a menos de 1 °C o sube a más de 33 °C.",9063,2480,PP,2480,PP
596,Castilla y León,Burgos,Caleruega,9064000100,CALERUEGA,1.0,0.0,1.0,1.0,"(41.8254249, 3.4870074)","En Caleruega, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",9064,4190,Cs,4190,Cs
597,Castilla y León,Burgos,Campillo de Aranda,9065000100,CAMPILLO DE ARANDA,0.89,0.0,1.0,1.0,"(41.61, 3.7302777777778)","En Campillo de Aranda, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",9065,1690,PP,1690,PP
598,Castilla y León,Burgos,Campolara,9066000100,CAMPOLARA,0.0,0.0,1.0,1.0,"(42.119444444444, 3.4272222222222)","En Campolara, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 27 °C y rara vez baja a menos de -6 °C o sube a más de 32 °C.",9066,560,VOX,560,VOX
599,Castilla y León,Burgos,Canicosa de la Sierra,9067000100,CANICOSA DE LA SIERRA,1.0,0.0,1.0,1.0,"(41.935833333333, 3.0419444444444)","En Canicosa de la Sierra, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 27 °C y rara vez baja a menos de -7 °C o sube a más de 31 °C.",9067,4360,PP,4360,PP
600,Castilla y León,Burgos,Cantabrana,9068000100,CANTABRANA,1.0,0.0,1.0,1.0,"(42.734444444444, 3.4669444444444)",Not found,9068,250,PSOE,250,PSOE
601,Castilla y León,Burgos,Carazo,9070000100,CARAZO,0.0,0.0,1.0,0.12,"(41.969444444444, 3.3538888888889)","En Cartago, los veranos son cortos y calurosos; los inviernos son cortos y cómodos y está opresivo, mojado y nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 20 °C a 29 °C y rara vez baja a menos de 19 °C o sube a más de 31 °C.",9070,300,PP,300,PP
602,Castilla y León,Burgos,Carcedo de Bureba,9071000100,ARCONADA,0.0,0.0,1.0,0.72,"(42.597133333333, 3.5199388888889)","En Arconada, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 32 °C.",9071,450,PP,450,PP
603,Castilla y León,Burgos,Carcedo de Bureba,9071000200,CARCEDO DE BUREBA,0.0,0.0,1.0,0.59,"(42.578055555556, 3.4983333333333)","En Carcedo de Bureba, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 27 °C y rara vez baja a menos de -5 °C o sube a más de 32 °C.",9071,450,PP,450,PP
604,Castilla y León,Burgos,Carcedo de Bureba,9071000300,QUINTANA-URRÍA,0.0,0.0,1.0,0.99,,Not found,9071,450,PP,450,PP
605,Castilla y León,Burgos,Carcedo de Burgos,9072000100,CARCEDO DE BURGOS,1.0,0.0,1.0,1.0,"(42.285833333333, 3.6227777777778)","En Carcedo de Burgos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 27 °C y rara vez baja a menos de -6 °C o sube a más de 32 °C.",9072,4480,PSOE,4480,PSOE
606,Castilla y León,Burgos,Carcedo de Burgos,9072000200,MODÚBAR DE LA CUESTA,0.45,0.0,1.0,1.0,"(42.263494444444, 3.6275916666667)",Not found,9072,4480,PSOE,4480,PSOE
607,Castilla y León,Burgos,Cardeñadijo,9073000100,CARDEÑADIJO,0.98,0.98,1.0,1.0,"(42.3012581, 3.6669345)","En Cardeñadijo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 27 °C y rara vez baja a menos de -6 °C o sube a más de 32 °C.",9073,1414,PSOE,1414,PSOE
608,Castilla y León,Burgos,Cardeñajimeno,9074000100,CARDEÑAJIMENO,0.98,0.9,1.0,1.0,"(42.330833333333, 3.6216666666667)","En Cardeñajimeno, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 27 °C y rara vez baja a menos de -6 °C o sube a más de 33 °C.",9074,1175,Agrupación de Electores Cardeñajimeno-San Medel. A.E.C.SM.,1175,Agrupación de Electores Cardeñajimeno-San Medel. A.E.C.SM.
609,Castilla y León,Burgos,Cardeñajimeno,9074000200,SAN MEDEL,1.0,1.0,1.0,1.0,"(42.3322, 3.59725)","En Puebla de San Medel, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 30 °C y rara vez baja a menos de -6 °C o sube a más de 34 °C.",9074,1175,Agrupación de Electores Cardeñajimeno-San Medel. A.E.C.SM.,1175,Agrupación de Electores Cardeñajimeno-San Medel. A.E.C.SM.
610,Castilla y León,Burgos,Cardeñuela Riopico,9075000100,CARDEÑUELA RIOPICO,0.93,0.0,1.0,1.0,"(42.359722222222, 3.5577777777778)",Not found,9075,1090,Vox,1090,Vox
611,Castilla y León,Burgos,Cardeñuela Riopico,9075000200,VILLALVAL,1.0,0.0,1.0,1.0,"(42.368564, 3.553391)","En Villareal, los veranos son calurosos, bochornosos, secos y mayormente despejados y los inviernos son largos, fríos, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 7 °C a 29 °C y rara vez baja a menos de 2 °C o sube a más de 32 °C.",9075,1090,Vox,1090,Vox
612,Castilla y León,Burgos,Carrias,9076000100,CARRIAS,0.0,0.0,1.0,0.15,"(42.481666666667, 3.2830555555556)",Not found,9076,250,PSOE,250,PSOE
613,Castilla y León,Burgos,Cascajares de Bureba,9077000100,CASCAJARES DE BUREBA,0.0,0.0,1.0,1.0,"(42.678888888889, 3.2372222222222)","En Cascajares de Bureba, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 26 °C y rara vez baja a menos de -5 °C o sube a más de 32 °C.",9077,290,PP,290,PP
614,Castilla y León,Burgos,Cascajares de la Sierra,9078000100,CASCAJARES DE LA SIERRA,0.91,0.0,1.0,1.0,"(42.061666666667, 3.3994444444444)","En Cascajares de la Sierra, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",9078,320,PSOE,320,PSOE
615,Castilla y León,Burgos,Castellanos de Castro,9079000100,CASTELLANOS DE CASTRO,0.0,0.0,1.0,0.89,"(42.328333333333, 4.0336111111111)","En Castellanos de Castro, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 27 °C y rara vez baja a menos de -6 °C o sube a más de 32 °C.",9079,490,PP,490,PP
616,Castilla y León,Burgos,Castildelgado,9082000100,CASTILDELGADO,1.0,0.0,1.0,1.0,"(42.437222222222, 3.0844444444444)","En Castildelgado, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",9082,330,PP,330,PP
617,Castilla y León,Burgos,Castil de Peones,9083000100,CASTIL DE PEONES,1.0,0.0,1.0,1.0,"(42.483055555556, 3.3844444444444)","En Castil de Peones, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 27 °C y rara vez baja a menos de -5 °C o sube a más de 32 °C.",9083,250,PP,250,PP
618,Castilla y León,Burgos,Castrillo de la Reina,9084000100,CASTRILLO DE LA REINA,0.0,0.0,1.0,1.0,"(41.987222222222, 3.2369444444444)","En Talavera de la Reina, los veranos son cortos, cálidos, secos y mayormente despejados y los inviernos son fríos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 2 °C a 35 °C y rara vez baja a menos de -3 °C o sube a más de 39 °C.",9084,1730,PP,1730,PP
619,Castilla y León,Burgos,Castrillo de la Vega,9085000100,CASTRILLO DE LA VEGA,1.0,0.0,1.0,1.0,"(41.650555555556, 3.7813888888889)","En San Justo de la Vega, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 27 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",9085,6480,PP,6480,PP
620,Castilla y León,Burgos,Castrillo del Val,9086000100,CASTRILLO DEL VAL,0.94,0.0,1.0,0.99,"(42.314166666667, 3.5847222222222)","En Castrillo del Val, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 27 °C y rara vez baja a menos de -6 °C o sube a más de 32 °C.",9086,8140,PP,8140,PP
621,Castilla y León,Burgos,Castrillo del Val,9086000300,SAN PEDRO DE CARDEÑA,0.0,0.0,1.0,0.87,,Not found,9086,8140,PP,8140,PP
622,Castilla y León,Burgos,Castrillo de Riopisuerga,9088000100,CASTRILLO DE RIOPISUERGA,0.24,0.0,1.0,1.0,"(42.514722222222, 4.2522222222222)",Not found,9088,570,PP,570,PP
623,Castilla y León,Burgos,Castrillo de Riopisuerga,9088000200,HINOJAL DE RIOPISUERGA,1.0,0.0,1.0,1.0,"(42.552275, 4.2852805555556)",Not found,9088,570,PP,570,PP
624,Castilla y León,Burgos,Castrillo Mota de Judíos,9090000100,CASTRILLO MOTA DE JUDÍOS,0.19,0.0,1.0,0.99,"(42.310277777778, 4.1736111111111)",Not found,9090,490,Cs,490,Cs
625,Castilla y León,Burgos,Castrojeriz,9091000100,CASTROJERIZ,1.0,0.0,0.99,0.99,"(42.287777777778, 4.1388888888889)",Not found,9091,7580,PP,7580,PP
626,Castilla y León,Burgos,Castrojeriz,9091000200,HINESTROSA,1.0,0.0,1.0,1.0,"(42.273658333333, 4.1602555555556)",Not found,9091,7580,PP,7580,PP
627,Castilla y León,Burgos,Castrojeriz,9091000300,VALBONILLA,0.0,0.0,0.97,0.0,"(42.198036111111, 4.1864361111111)",Not found,9091,7580,PP,7580,PP
628,Castilla y León,Burgos,Castrojeriz,9091000400,VALLUNQUERA,0.0,0.0,0.99,0.99,"(42.240486111111, 4.1097888888889)","En Valjunquera, los veranos son cortos, calurosos y mayormente despejados; los inviernos son largos, muy frío, ventosos y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 31 °C y rara vez baja a menos de -6 °C o sube a más de 34 °C.",9091,7580,PP,7580,PP
629,Castilla y León,Burgos,Castrojeriz,9091000500,VILLASILOS,0.0,0.0,1.0,0.77,"(42.331383611111, 4.1376122222222)","En Villasis, la temporada de lluvia es nublada, la temporada seca es parcialmente nublada y es muy caliente y opresivo durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 21 °C a 35 °C y rara vez baja a menos de 19 °C o sube a más de 37 °C.",9091,7580,PP,7580,PP
630,Castilla y León,Burgos,Castrojeriz,9091000600,VILLAVETA,0.0,0.0,1.0,0.6,"(42.336386111111, 4.1560083333333)","En Villeta, los veranos son cortos y cálidos, los inviernos son cortos y calurosos y está mojado y nublado todo el año. Durante el transcurso del año, la temperatura generalmente varía de 19 °C a 30 °C y rara vez baja a menos de 17 °C o sube a más de 33 °C.",9091,7580,PP,7580,PP
631,Castilla y León,Burgos,Cayuela,9093000100,CAYUELA,0.98,0.0,1.0,1.0,"(42.2725, 3.8194444444444)","En Cayena, los veranos son cortos y cálidos; los inviernos son cortos, calurosos y mojados y está opresivo y mayormente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 23 °C a 32 °C y rara vez baja a menos de 22 °C o sube a más de 33 °C.",9093,1900,PP,1900,PP
632,Castilla y León,Burgos,Cayuela,9093000200,VILLAMIEL DE MUÑÓ,0.65,0.0,1.0,1.0,"(42.26798056, 3.78834722)",Not found,9093,1900,PP,1900,PP
633,Castilla y León,Burgos,Cebrecos,9094000100,CEBRECOS,1.0,0.0,1.0,1.0,"(41.983055555556, 3.5963888888889)","En Cebreros, los veranos son cortos, cálidos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 31 °C y rara vez baja a menos de -5 °C o sube a más de 35 °C.",9094,540,PP,540,PP
634,Castilla y León,Burgos,Celada del Camino,9095000100,CELADA DEL CAMINO,0.34,0.0,1.0,1.0,"(42.2625, 3.9336111111111)","En Celada del Camino, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",9095,1020,PP,1020,PP
